tick,timestamp,preco,preco_previsto,acao,capital,patrimonio,retorno_pct,retorno_pred,energia,coerencia
20,2025-10-17 15:00:00+00:00,105163.42,99907.90650730673,-,10000.0,10000.0,0.0,-0.049974746675133,1.118121720510973,0.1657230968141634
21,2025-10-17 16:00:00+00:00,106803.53,104675.53388926548,STOP_LOSS,10000.0,10000.0,0.0,-0.01992441013727731,1.028658365742428,0.8592374748648985
22,2025-10-17 17:00:00+00:00,106372.34,103293.36971406468,-,10000.0,10000.0,0.0,-0.02894524955820871,1.0397422967528076,0.7733155290480037
23,2025-10-17 18:00:00+00:00,106453.27,105890.04411678234,-,10000.0,10000.0,0.0,-0.0052908595718133295,1.0144348667680527,0.9672671341746367
24,2025-10-17 19:00:00+00:00,106647.11,107852.59339057156,-,10000.0,10000.0,0.0,0.011303485135567575,1.1300532456346688,0.9267693460051856
25,2025-10-17 20:00:00+00:00,106454.72,105681.9442110756,-,10000.0,10000.0,0.0,-0.007259185388852344,1.01635957863825,0.9545769097810068
26,2025-10-17 21:00:00+00:00,107021.37,108089.03383910116,STOP_LOSS,10000.0,10000.0,0.0,0.00997620082474399,1.131285657635794,0.9363229274092549
27,2025-10-17 22:00:00+00:00,107301.4,109660.84582915975,BUY,1000.0,10000.0,0.0,0.02198897149540934,1.119290078068109,0.8433339385124727
28,2025-10-17 23:00:00+00:00,107000.1,106997.99931482816,-,1000.0,9974.728195531467,-0.2527180446853345,-1.964715585448494e-05,1.010514960908105,0.9998840239681782
29,2025-10-18 00:00:00+00:00,106431.68,104804.92524265214,STOP_LOSS,9923.480643794022,9923.480643794022,-0.7651935620597761,-0.015284494707067154,1.0236011840145458,0.8984404339957679
30,2025-10-18 01:00:00+00:00,106845.52,107320.77186172531,BUY,992.3480643794028,9923.480643794022,-0.7651935620597761,0.004447995657050646,1.1360157985337134,0.972990686307856
31,2025-10-18 02:00:00+00:00,107149.3,109099.37368288546,-,992.3480643794028,9948.873373924163,-0.5112662607583661,0.01819962300042344,1.12326499807059,0.874147271865039
32,2025-10-18 03:00:00+00:00,106597.98,106303.9272805749,-,992.3480643794028,9902.788970818792,-0.9721102918120778,-0.0027584884010691257,1.0126277344355743,0.9835059346079503
33,2025-10-18 04:00:00+00:00,107070.4,108481.36960933103,-,992.3480643794028,9942.278185276891,-0.5772181472310877,0.013177976288699766,1.1116564583680921,0.7841585920007146
34,2025-10-18 05:00:00+00:00,106478.71,105807.07288491099,-,992.3480643794028,9892.81928577494,-1.0718071422506,-0.006307721484186995,1.01547886600284,0.9614041395128685
35,2025-10-18 06:00:00+00:00,106812.52,107958.32930295507,-,992.3480643794028,9920.72219987311,-0.7927780012689073,0.010727261453808107,1.1307466703020914,0.9321447310239643
36,2025-10-18 07:00:00+00:00,106839.96,109256.99655255757,-,992.3480643794028,9923.015887787953,-0.7698411221204696,0.02262295487426748,1.1189176772053542,0.8404471101190243
37,2025-10-18 08:00:00+00:00,106665.0,106671.51457133004,-,992.3480643794028,9908.391119654536,-0.9160888034546406,6.10750605169949e-05,1.1394540966901499,0.9996441603887579
38,2025-10-18 09:00:00+00:00,106719.2,108335.58865772035,-,992.3480643794028,9912.921654821608,-0.8707834517839182,0.015146154444454414,1.1267243181370645,0.9009637064888728
39,2025-10-18 10:00:00+00:00,106884.41,109631.57304108578,-,992.3480643794028,9926.731428160212,-0.7326857183978791,0.025702222498764058,1.1152618056005938,0.8121070201596429
40,2025-10-18 11:00:00+00:00,106924.47,110463.83212120556,-,992.3480643794028,9930.080011901779,-0.6991998809822143,0.033101528701357755,1.1054373146593452,0.73594817565384
41,2025-10-18 12:00:00+00:00,107208.6,111314.1649731626,-,992.3480643794028,9953.830214060832,-0.46169785939167923,0.03829509340506752,1.0965614892025708,0.6671433271517115
42,2025-10-18 13:00:00+00:00,107065.17,108169.00902775874,-,992.3480643794028,9941.84101371003,-0.5815898628996911,0.010309955454491669,1.131197144796349,0.9356367813670459
43,2025-10-18 14:00:00+00:00,106888.78,105936.38152665664,-,992.3480643794028,9927.096713006707,-0.7290328699329256,-0.00891019349463645,1.017587601892787,0.9450573496683183
44,2025-10-18 15:00:00+00:00,107028.36,107955.95340541494,-,992.3480643794028,9938.764094900069,-0.6123590509993119,0.0086668060300251,1.078864952491533,0.5299608720273876
45,2025-10-18 16:00:00+00:00,106948.75,105870.89215419187,FLIP_PARA_VENDA,9928.53365331648,9928.53365331648,-0.714663466835209,-0.010078265017666161,1.0185712947477765,0.9374318236606476
46,2025-10-18 17:00:00+00:00,106664.01,104212.9370692763,-,9928.53365331648,9928.53365331648,-0.714663466835209,-0.022979361018688922,1.0311715915358026,0.8397551043736232
47,2025-10-18 18:00:00+00:00,106880.03,106765.77292703348,-,9928.53365331648,9928.53365331648,-0.714663466835209,-0.0010690333978220813,1.011299434730009,0.9938028315503175
48,2025-10-18 19:00:00+00:00,106843.75,105054.78273926074,-,9928.53365331648,9928.53365331648,-0.714663466835209,-0.016743770793698834,1.0246386289592506,0.8903982251220882
49,2025-10-18 20:00:00+00:00,107080.14,107441.32373452504,-,9928.53365331648,9928.53365331648,-0.714663466835209,0.0033730167649846706,1.1369423005109416,0.9801728721778423
50,2025-10-18 21:00:00+00:00,107018.51,105554.30232624373,-,9928.53365331648,9928.53365331648,-0.714663466835209,-0.013681796879672513,1.021721973289312,0.9130079589975817
51,2025-10-18 22:00:00+00:00,107177.05,107774.16349765196,-,9928.53365331648,9928.53365331648,-0.714663466835209,0.005571310649642881,1.1352168361272466,0.9667971792809804
52,2025-10-18 23:00:00+00:00,107125.87,105821.23941936257,-,9928.53365331648,9928.53365331648,-0.714663466835209,-0.012178457009397856,1.0203436209098509,0.9236928611639476
53,2025-10-19 00:00:00+00:00,107185.01,107899.6174720779,-,9928.53365331648,9928.53365331648,-0.714663466835209,0.006667067290119176,1.1343429925777344,0.960023198277012
54,2025-10-19 01:00:00+00:00,106898.03,105675.06929428686,-,9928.53365331648,9928.53365331648,-0.714663466835209,-0.011440453499588103,1.0196733630937171,0.9288886581882396
55,2025-10-19 02:00:00+00:00,106973.26,107745.69464427534,FLIP_PARA_COMPRA,9928.53365331648,9928.53365331648,-0.714663466835209,0.007220840493885406,1.1339020550656136,0.9566050780280121
56,2025-10-19 03:00:00+00:00,106847.02,105663.35959137054,-,9928.53365331648,9928.53365331648,-0.714663466835209,-0.011078117181447194,1.0193402037749357,0.9314712885663898
57,2025-10-19 04:00:00+00:00,107275.78,108081.2053580066,-,9928.53365331648,9928.53365331648,-0.714663466835209,0.007507977090650117,1.1203392680734843,0.8514671943680947
58,2025-10-19 05:00:00+00:00,107046.9,105880.08196214752,FLIP_PARA_VENDA,9928.53365331648,9928.53365331648,-0.714663466835209,-0.010900049346443542,1.0191700842435665,0.932790044623516
59,2025-10-19 06:00:00+00:00,106888.59,104365.57942526988,-,9928.53365331648,9928.53365331648,-0.714663466835209,-0.02360414929427502,1.031555430820438,0.8367796060431164
60,2025-10-19 07:00:00+00:00,106777.75,103319.68167731672,-,9928.53365331648,9928.53365331648,-0.714663466835209,-0.0323856638923677,1.0425474025920125,0.7515705225425383
61,2025-10-19 08:00:00+00:00,106786.0,102678.72135772891,-,9928.53365331648,9928.53365331648,-0.714663466835209,-0.038462707117703596,1.0523158255952139,0.6758463132153962
62,2025-10-19 09:00:00+00:00,106443.95,101901.9494708807,-,9928.53365331648,9928.53365331648,-0.714663466835209,-0.04267037742186726,1.0608458336979203,0.6097222193959668
63,2025-10-19 10:00:00+00:00,107401.47,105908.99895071913,-,9928.53365331648,9928.53365331648,-0.714663466835209,-0.013896176808856468,1.0217795621713666,0.9125615335552976
