tick,timestamp,preco,preco_previsto,acao,capital,patrimonio,retorno_pct,retorno_pred,energia,coerencia
20,2025-10-17 15:00:00+00:00,105163.42,101103.02562855794,-,10000.0,10000.0,0.0,-0.038610347343664385,1.0684457163100052,0.2802488202127814
21,2025-10-17 16:00:00+00:00,106803.53,102667.7316948819,STOP_LOSS,10000.0,10000.0,0.0,-0.038723434578555566,1.075348500269812,0.24496965675950422
22,2025-10-17 17:00:00+00:00,106372.34,102280.87751000575,-,10000.0,10000.0,0.0,-0.03846362781673931,1.0691418132741997,0.21977977324768716
23,2025-10-17 18:00:00+00:00,106453.27,102369.2783218259,-,10000.0,10000.0,0.0,-0.038364204160164866,1.0700524578022157,0.24833629062794668
24,2025-10-17 19:00:00+00:00,106647.11,102566.32912889952,-,10000.0,10000.0,0.0,-0.038264330557252674,1.069071232996569,0.2547444128821851
25,2025-10-17 20:00:00+00:00,106454.72,102400.04552709688,-,10000.0,10000.0,0.0,-0.03808824325040197,1.0692388929834764,0.23299748838746748
26,2025-10-17 21:00:00+00:00,107021.37,102924.86856990751,STOP_LOSS,10000.0,10000.0,0.0,-0.03827739006936313,1.075784288231788,0.248500853707966
27,2025-10-17 22:00:00+00:00,107301.4,103162.668382251,-,10000.0,10000.0,0.0,-0.03857107284263114,1.078460707303335,0.24734339509481593
28,2025-10-17 23:00:00+00:00,107000.1,102904.86959079768,-,10000.0,10000.0,0.0,-0.019136579834507214,0.7872025055175048,0.15958162057506128
29,2025-10-18 00:00:00+00:00,106431.68,102378.26733037541,TAKE_PROFIT,10000.0,10000.0,0.0,-0.019042320712338846,0.7880354759752989,0.17965093273740643
30,2025-10-18 01:00:00+00:00,106845.52,102763.20340551982,-,10000.0,10000.0,0.0,-0.03820768433380513,1.0751899820572242,0.24888256530909267
31,2025-10-18 02:00:00+00:00,107149.3,103004.6170967864,-,10000.0,10000.0,0.0,-0.03868135301950482,1.0825544391828001,0.24187026459407718
32,2025-10-18 03:00:00+00:00,106597.98,102513.11064877152,-,10000.0,10000.0,0.0,-0.019160147525565205,0.783291547657965,0.13512113049830518
33,2025-10-18 04:00:00+00:00,107070.4,102917.60974933629,-,10000.0,10000.0,0.0,-0.0387855910575303,1.0832403291436388,0.24072703378412041
34,2025-10-18 05:00:00+00:00,106478.71,102384.05012027182,-,10000.0,10000.0,0.0,-0.01922760325128111,0.7843480056506038,0.13922100721916628
35,2025-10-18 06:00:00+00:00,106812.52,102679.58003006101,-,10000.0,10000.0,0.0,-0.03869343476242582,1.079514143890696,0.24717050479312225
36,2025-10-18 07:00:00+00:00,106839.96,102678.54980316742,-,10000.0,10000.0,0.0,-0.019474974989774387,0.7938937270046704,0.19046320076269832
37,2025-10-18 08:00:00+00:00,106665.0,102629.53013674146,-,10000.0,10000.0,0.0,-0.018916560555283075,0.7627656569053183,0.10303857835351352
38,2025-10-18 09:00:00+00:00,106719.2,102606.69245838492,-,10000.0,10000.0,0.0,-0.03853580748535116,1.0864310737277443,0.24015650923939383
39,2025-10-18 10:00:00+00:00,106884.41,102718.95940202686,-,10000.0,10000.0,0.0,-0.038971511318781696,1.0847047851209561,0.23906522960620508
40,2025-10-18 11:00:00+00:00,106924.47,102705.58228340921,-,10000.0,10000.0,0.0,-0.03945669794679987,1.0872591915639214,0.23468516361634054
41,2025-10-18 12:00:00+00:00,107208.6,102950.09623825343,-,10000.0,10000.0,0.0,-0.039721675893365324,1.085343010505684,0.23467480364848137
42,2025-10-18 13:00:00+00:00,107065.17,102898.35521519656,-,10000.0,10000.0,0.0,-0.01945925358747037,0.7740575007118807,0.10580024286538485
43,2025-10-18 14:00:00+00:00,106888.78,102762.46820026114,-,10000.0,10000.0,0.0,-0.019301899607630083,0.7858796874579006,0.14803049642606186
44,2025-10-18 15:00:00+00:00,107028.36,102864.17447123557,-,10000.0,10000.0,0.0,-0.038907303896663414,1.0835222057323433,0.24091286598713066
45,2025-10-18 16:00:00+00:00,106948.75,102820.83319666579,-,10000.0,10000.0,0.0,-0.019298574332725794,0.7859051820751217,0.15040728374487325
46,2025-10-18 17:00:00+00:00,106664.01,102575.10525663524,-,10000.0,10000.0,0.0,-0.03833441701396093,1.0707050009852999,0.22739194328057427
47,2025-10-18 18:00:00+00:00,106880.03,102791.86942032406,-,10000.0,10000.0,0.0,-0.038250005935284916,1.07375792660091,0.25214415837194076
48,2025-10-18 19:00:00+00:00,106843.75,102820.69076420384,-,10000.0,10000.0,0.0,-0.018826834680531875,0.7778576958339,0.12115811646379715
49,2025-10-18 20:00:00+00:00,107080.14,103026.70694157034,-,10000.0,10000.0,0.0,-0.037854205829118054,1.078451172890199,0.254524719198282
50,2025-10-18 21:00:00+00:00,107018.51,103021.78513978072,-,10000.0,10000.0,0.0,-0.01867304429118778,0.7796203930891407,0.13004627668856622
51,2025-10-18 22:00:00+00:00,107177.05,103109.0311524028,-,10000.0,10000.0,0.0,-0.03795603481538092,1.0861927504436204,0.2432906720578357
52,2025-10-18 23:00:00+00:00,107125.87,103178.26492459631,-,10000.0,10000.0,0.0,-0.018425065609944037,0.7632042792701689,0.10360882986449584
53,2025-10-19 00:00:00+00:00,107185.01,103179.49262995191,-,10000.0,10000.0,0.0,-0.03737010673689536,1.087110110495721,0.21960682913154855
54,2025-10-19 01:00:00+00:00,106898.03,102926.36346466714,-,10000.0,10000.0,0.0,-0.01857689865234475,0.7873324510845799,0.17139181068772874
55,2025-10-19 02:00:00+00:00,106973.26,102984.22659735559,-,10000.0,10000.0,0.0,-0.03728998533573955,1.0764936404048537,0.25813992007141
56,2025-10-19 03:00:00+00:00,106847.02,102884.57501403232,-,10000.0,10000.0,0.0,-0.018542624286513255,0.7875388754252687,0.17535763754991016
57,2025-10-19 04:00:00+00:00,107275.78,103254.19906264938,-,10000.0,10000.0,0.0,-0.037488258211595356,1.0827746622573535,0.2497159152166838
58,2025-10-19 05:00:00+00:00,107046.9,103064.7688875723,-,10000.0,10000.0,0.0,-0.018599929601195764,0.7852309657396193,0.15181641956812852
59,2025-10-19 06:00:00+00:00,106888.59,102932.00449173691,-,10000.0,10000.0,0.0,-0.01850800501462812,0.7869772512167353,0.19804879729680328
60,2025-10-19 07:00:00+00:00,106777.75,102842.64097586441,-,10000.0,10000.0,0.0,-0.036853267877770185,1.0644375411347302,0.28001548648326163
61,2025-10-19 08:00:00+00:00,106786.0,102821.16017074234,-,10000.0,10000.0,0.0,-0.018564417757279288,0.8034177309623015,0.04238911434716317
62,2025-10-19 09:00:00+00:00,106443.95,102498.11185792898,-,10000.0,10000.0,0.0,-0.03706966108668778,1.0668974251039096,0.30316405328952273
63,2025-10-19 10:00:00+00:00,107401.47,103364.83917896345,STOP_LOSS,10000.0,10000.0,0.0,-0.037584491329747775,1.085977850102352,0.24716110159192647
64,2025-10-19 11:00:00+00:00,107882.71,103781.6909290025,-,10000.0,10000.0,0.0,-0.03801369072819599,1.0872189600413766,0.2378377823363169
65,2025-10-19 12:00:00+00:00,107783.47,103842.70194717184,-,10000.0,10000.0,0.0,-0.018280942562577177,0.7576822847221992,0.0419726923671493
66,2025-10-19 13:00:00+00:00,107631.43,103837.87458558769,-,10000.0,10000.0,0.0,-0.017622896550415695,0.7575935810277408,0.07796998150638315
67,2025-10-19 14:00:00+00:00,108096.34,104211.0123113136,-,10000.0,10000.0,0.0,-0.03594322716106101,1.0858081347727118,0.24429686117528765
68,2025-10-19 15:00:00+00:00,108405.47,104464.45234288319,-,10000.0,10000.0,0.0,-0.03635440584833796,1.0867407055303226,0.21492457094505854
69,2025-10-19 16:00:00+00:00,108486.7,104584.57311002153,STOP_LOSS,10000.0,10000.0,0.0,-0.01798436998533531,0.7848858347403641,0.09826940147776592
70,2025-10-19 17:00:00+00:00,108624.19,104793.0336869176,-,10000.0,10000.0,0.0,-0.01763490204740267,0.7771191930534951,0.05974813165719139
71,2025-10-19 18:00:00+00:00,109113.52,105236.89047054833,-,10000.0,10000.0,0.0,-0.017764218608393684,0.7927024655558096,0.19453791215590413
