tick,timestamp,preco,preco_previsto,acao,capital,patrimonio,retorno_pct,retorno_pred,energia,coerencia
20,2025-10-17 15:00:00+00:00,105163.42,104750.08196983482,-,10000.0,10000.0,0.0,-0.0019652265863718587,0.7432922890467998,0.05752246448549189
21,2025-10-17 16:00:00+00:00,106803.53,105462.06200183183,-,10000.0,10000.0,0.0,-0.006280079096954837,0.8091601833451323,0.018778218107975662
22,2025-10-17 17:00:00+00:00,106372.34,105059.04127112713,-,10000.0,10000.0,0.0,-0.006173138771669024,0.7513256722358301,0.04097477864556038
23,2025-10-17 18:00:00+00:00,106453.27,105043.77095000035,-,10000.0,10000.0,0.0,-0.006620287202005049,0.7800430916945084,0.14211172588109755
24,2025-10-17 19:00:00+00:00,106647.11,104719.30636487981,-,10000.0,10000.0,0.0,-0.009038233766568943,0.8027166416210265,0.051452176473497084
25,2025-10-17 20:00:00+00:00,106454.72,104589.69570394131,-,10000.0,10000.0,0.0,-0.008759701157252303,0.7496821631238824,0.037659793017248575
26,2025-10-17 21:00:00+00:00,107021.37,104533.16814973508,-,10000.0,10000.0,0.0,-0.011624776916770439,0.8101530513255737,0.012253253211894667
27,2025-10-17 22:00:00+00:00,107301.4,104264.78456883796,-,10000.0,10000.0,0.0,-0.014149926808413314,0.8117882878273056,0.015225982228563854
28,2025-10-17 23:00:00+00:00,107000.1,104066.10097451108,-,10000.0,10000.0,0.0,-0.013710270107898603,0.7562613322438794,0.03355277533001702
29,2025-10-18 00:00:00+00:00,106431.68,103607.78508115343,-,10000.0,10000.0,0.0,-0.013266231514141162,0.7545901409726097,0.03456240151159249
30,2025-10-18 01:00:00+00:00,106845.52,103630.1863071577,-,10000.0,10000.0,0.0,-0.015046662821691086,0.8096966834649342,0.013518443825941216
31,2025-10-18 02:00:00+00:00,107149.3,103532.91242015628,-,10000.0,10000.0,0.0,-0.016875446504621406,0.8095086729105622,0.06739136482571473
32,2025-10-18 03:00:00+00:00,106597.98,103108.12917216685,-,10000.0,10000.0,0.0,-0.016369200912021976,0.7612989547342974,0.029813353344599253
33,2025-10-18 04:00:00+00:00,107070.4,103248.58856458243,-,10000.0,10000.0,0.0,-0.017847182455141712,0.8092421870411989,0.07002573718593129
34,2025-10-18 05:00:00+00:00,106478.71,102798.78426227774,-,10000.0,10000.0,0.0,-0.017280105303783568,0.7607647796850877,0.02927157033758505
35,2025-10-18 06:00:00+00:00,106812.52,102850.01075467243,-,10000.0,10000.0,0.0,-0.01854891428132106,0.8116343474748593,0.035983139628678704
36,2025-10-18 07:00:00+00:00,106839.96,102819.30322529767,-,10000.0,10000.0,0.0,-0.018816263488501118,0.7945043861971621,0.18297171409319635
37,2025-10-18 08:00:00+00:00,106665.0,102787.70399642002,-,10000.0,10000.0,0.0,-0.01817510900285927,0.7604203378369029,0.013051499628313402
38,2025-10-18 09:00:00+00:00,106719.2,102659.18462765163,-,10000.0,10000.0,0.0,-0.019021967829880037,0.8053900958167741,0.10776837704105088
39,2025-10-18 10:00:00+00:00,106884.41,102653.19461887114,-,10000.0,10000.0,0.0,-0.01979340008322706,0.8085613911503823,0.07631086965705901
