ep,tick,tempo,preco,acao,capital,posicao,patrimonio,retorno_pct,prob_alta,energia
3,1,2025-10-18T19:37:36.169668,106943.8125,-,10000.0,0.0,10000.0,0.0,0.4931129476584022,1.0
