ep,tick,tempo,preco,acao,capital,posicao,patrimonio,retorno_pct,prob_alta,energia
2,1,2025-10-18T19:36:31.296005,106929.75,-,10000.0,0.0,10000.0,0.0,0.49586776859504134,1.0
