ep,tick,tempo,preco,acao,capital,posicao,patrimonio,retorno_pct,prob_alta,energia
5,1,2025-10-18T19:39:46.376149,106958.5625,-,10000.0,0.0,10000.0,0.0,0.48760330578512395,1.0
