ep,tick,tempo,preco,acao,capital,posicao,patrimonio,retorno_pct,prob_alta,energia
1,1,2025-10-18T19:35:25.827942,106959.0078125,-,10000.0,0.0,10000.0,0.0,0.4820936639118457,1.0
