ep,tick,tempo,preco,acao,capital,posicao,patrimonio,retorno_pct,prob_alta,energia
4,1,2025-10-18T19:38:41.177747,106943.8125,-,10000.0,0.0,10000.0,0.0,0.4820936639118457,1.0
